Review	Spam
Starts out with promise, but then goes downhill.: Too bad Adam Sandler could not have been given a better script. Funny People starts with promise as a Jim Carrey Man on the Moon type film and then drifts oddly into some sort of romantic comedy with repetitive c**k jokes. There are two movies here made from what seems like two first drafts. Maybe it is a marketing problem. Or, maybe just lazy writing. Sandler does a great job showing off the dark side of a comedian. Maybe Funny People would have been better as a straight drama.	0
serious comedy: FUNNY PEOPLE is somewhat compelling and engaging film about a comic with a terminal illness that almost kills him and destroys his lifestyle and how he fights it and comesback to enjoy life,his friends and a beautifull woman he meets.	0
super wack: just like No-Limit Cash Money has no shame at putting out garbage music.wack beats and no lyric ryhmes.who is buying this crab? all the stuff sounds the same and it's not that average.it's all bad.	0
Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!	1
A Contemporary Fairytale Sure to Delight!: While this book is a take-off on the classic Snow White, it's a fairytale for grown ups with some class act characters and a rich and rewarding love story. I thoroughly enjoyed reading it, and look forward to more of Ms. Sinclair's works.	0
Food porn, and I mean that in the best possible way: I didn't like the ending, the characterization leave something to be desired, and the writing didn't make me think, but, oh I didn't notice any of that (Well, except for the ending) at the time, or even until substatially after it was all over. During, I read and read, bathing in the glorious food descriptions, not to mention the allure of Italy. Oh Yes!	0
"Negative Stars! Avoid like flesh eating bacteria!: ""Lets jiggel the camera to show that the ground is shakeing!""Special effects; haloween leftovers.Acting; Well, the cast managed to repeat memorized lines.Casting apears to have been done in a trailer park.Script; I know nine year olds who write better stories.Cinimatography; Someones home cam.Conclusion: Anoyingly boreing and essentially unwatchable waist of time and money."	0
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528	1
74355 XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC	1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0	1
Great product; great seller!: I got this item within a few days of my purchase. It is exactly what I wanted -- I look a whole size smaller, instantly. I tried on the Squeem in a boutique and fell in love, but they were asking almost $200 for it! I highly recommend this item and the seller.	0
URGENT! Last weekend's draw shows that you have won �1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm	1
Did you like 400 degreez?: A continuation of the illest hip-hop album in recent times, 400 degreez. If you aren't down w/ C.M.B yet, go get 400 degreez first. If you already got and you love it, this is just another hour of banging bump and car music. Great	0
Good but received defective book: I bought this book because we are moving to Germany and I wanted to get a good overview of all the countries in Europe that we could travel too. Unfortunately pages 457-480 on Greece are not in English - looks to be Spanish. There was some sort of printing problem! But I found the rest of the book to give good highlights of the countries.	0
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk	1
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's	1
Great for kids!: As usual, Thomas and Friends are entertaining in all the best ways for kids! Good lessons and good fun.	0
URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893	1
"80's High Tech with Rock Emotion: Although all of Mr Hines work is high quality, Waving Not Drowning (for me) is the highlight of the 3 A&M projects. The song ""Curious Kind"" is simply a masterpiece!The remastering is of the quality you have come to expect from one of Rock's greatest producers, song writers, and performers.GET IT!"	0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565	1
tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..	1
"So disappointed: I have worn these pants for years; my size is the same as always. I couldn't get them on; they were so tight I couldn't get the button buttoned around the waist. What is going on? These pants seemed to be cut for a skinny 25 year old, not someone who is a little on the hefty side. Further, the shipping and handling charges are just out of sight...$16.95 above and beyond the already rather pricy product. I would not recommend doing business with this seller at all. You can go to other outlets and get the same thing without the shipping and handling, and there are ""deals"" out there from major store chains. I was really disappointed in this product and the seller. Go to WalMart and get their khakis; they are very inexpensive and wear like iron."	0
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase	1
our mobile number has won �5000, to claim calls us back or ring the claims hot line on 09050005321.	1
"Not so good - ok for a rental!: This game is pretty exciting and it is very nice and it is really creative and one of a kind. The only bad thing is that there is only one ""castle"" for the kids to ""decorate"" and once you are done with the whole castle that is basically it. You either have to create a new username for yourself to do it all over again or you get another game like I did. My sister finished the ""castle"" in about 2 hours and after that has never even looked at this game anymore. It is a nice game and it is fun but it is not really worth that much money."	0
URGENT!: Your Mobile No. was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU	1
Poor quality: I purchased this item to wear postpartum. I love how it fits and how well it smooths things out post baby. The major downside to this is the poor quality. The eye portion of about five of the hook/eye closures has come out entirely. I know that this is not a sizing issue because I followed the sizing for the product and it's only select ones that appear to not have been sewn as well as the rest. Very disappointing for what would have otherwise been an awesome product that I could recommend to others, to instead be a waste of my money!	0
Sizing is Ridiculous: I measure as a Small and the Small and Medium did NOT fit. Update: I ordered a Large and wore it for 2 days and it stretched too much. I am not sure this will help, but I have worn the item so I cannot return the Large. I am not any smaller than when I began so the Large did stretch and did not shrink my waist and/or hips.	0
Give this book to a your children.: Economics in One Lesson elucidates the basic principles of Economics in a simple, understandable language. If you are just starting out on economics, I would recommend this as your first book. College Textbooks will bore you and treatise like Human Action by L.W. Mises are pretty hard for a beginner.Also, be sure to give this book to your children. Schools don't teach economics, a most important of subjects.With that said, I would like to comment on many 1 star reviews. Notice how they don't comment on the content of the book. Economics is a Science, and it is better to put away your Political Glasses when studying it.	0
"A good game to buy.: I bought this game for my daughter who is almost seven. She enjoys it very much. It works perfectly with Windows XP. I like the fact that it has skill levels, which helps avoid the ""frustration factor"", which I'm sure most of you reading this have experienced. The only reason that I did not give it a ""5"" is because it is quick to complete, especially on the ""easy"" and ""medium"" levels. Unless your child is totally into figure skating or Barbie, I feel this game is not for the 8+ crowd."	0
"My brain froze over: This supposed ""thriller"" is mind-numbingly dull and inept - I had to give up half way through."	0
URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins	1
A Tedious Read: I hate Hawthorne's style of writing. It's over-bloated and self-indulgent. I wish he'd just get to the point and stop blabbering on and on. The plot of the book seems like a modern melodramatic soap opera. All of the characters are one-dimensional. I'm not going to say the book is poorly written, but it's written in a style that makes the book kind of boring and tedious to read. Overall, a disappointment.	0
A very good how-to manual.: If you are expecting a book full of glossy sharp pictures, this is not the one to buy.A lot of drawings and BW pictures that inform what they need to. This is a very good manual for those who want to venture in a timber frame project.	0
"Worst ""Live"" recording I've ever bought!: I bought this CD for one song only, ""Steal Away"". I knew it was going to be ""live"", but this isn't even close to the radio version. Try more like a ""muzik, lounge"" sound. It was recorded in a ballroom. Then, the only other song I recognized was ""Hot Rod Hearts"", again, done the Vegas lounge style. I wish I could get my $$ back. Why didn't he just put out the CD using the regular recordings? He was never a big star to begin with. I wrote this review just to warn people that it isn't like most ""live"" recordings. I was very dissapointed, and I still don't have a decent recording of ""Steal Away""!"	0
Love this!: I'm training my waist to lose inches. I used to always buy fajas which are very uncomfortable and takes alot of getting used to. I wear them most of the day and throughout the night. This one is more comfortable (as something squeezing u can be) and looks good under certain clothes. I like that the inside is a rubbery material that helps u sweat. It speeds up the weight loss process. I plan to buy the next size down soon because my waist has already shrank! I probably will buy the one with the straps next time because the strapless does kinda push ur back fat up and with certain clothes you can see it. All in all it's a great product and the most comfortable cincher I've ever bought.	0
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow	1
Too much kid-pop music for a dark, animated movie!: I don't like the fact that there was so much kiddie-pop music on the soundtrack,where as the first, second, and third movies had a blend of rock, techno, hip-hop, andrap... but this one had too much kid music for a movie that was (for the most part)dark!The only song on this album that fit the mood of the movies was 'Lights Out' by P.O.D.!That re-mix of the song is the only reason why I bought this album!Not recommended for the whole album, just that one song...	0
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF	1
mens ultrasheer: This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!	0
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only	1
The Worst!: A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book.	0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386	1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04	1
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1	1
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270	1
GREAT THERAPEUTICALLY AS WELL AS GREAT FOR FASHION!!!: I had two reasons for the purchase of this product, one was for my spine difficulties thanks to a severe injury many years ago & the other was pure vanity! But it has surpassed my expectations for both reasons! It is ever so comfortable and makes me look great so I feel beautiful!!! I just cannot express in words how great this product is!!!	0
GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm	1
Straight to the trash can!: Threw this book right in the trash not even a chapter into it, because I realized it is nothing but the same old recycled and obsolete right-wing drivel that we've been peppered with over and over, and that took our country to the edge of a second Great Depression. If you are a concerned American you should stay away from this book!	0
Good book: Well written chronicles of The Farm from the people who lived it. Excellent photos as well.I kept looking for a photo of me and my then-wife, but I wasn't there long enough. But shewas :-)	0
a great buy!: after baby #2 I knew I wanted to try binding as a form of getting my tummy back as soon as possible. I am so glad that I bought the squeem, it really does cinch your waist giving you an unreal hourglass shape. I began wearing mine 1 week postpartum and people just couldn't believe that I had just had a baby. Now that I am 7 months postpartum, I wear mine to the gym for extra back and abdominal support. It has really helped give me my old shape back and even seems to have nipped in my waist more than it was before!	0
Important: Just under two hundred pages, I learned more from this short book on Economics than from three entire textbooks in College. Concise, well worded and simplified reality. Anyone wanting to understand the market system and how it works can gain greatly by reading Hazlitt.	0
U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at �350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS	1
Congratulations - Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate	1
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.	1
Cartoon Arab-Scottish Villain: I had the rare experience of giving up on a novel after only a couple of chapters when trying to read Edge of Danger recently, but Higgins managed to pen a book so lame that I refused to go any further. His bad guy is supposedly a Scottish-Arabian aristocrat but comes off as just another cartoon Arab terrorist with an implausible, pointless heritage. But, what do you expect from a middle-aged author who poses in bomber jacket and aviator glasses on the dust jacket.... depth?	0
Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg �1.50	1
Fabulous...: This book was awesome. A fast paced, riveting novel by an author I am coming to find just CANNOT disappoint me. I am hooked on her Carpathians and now find that I will run just as fast to the bookstore when her next gothic comes out.THE SCARLETTI CURSE is a terrific love story and mystery set in a supposedly cursed castle that has everything from grinning gargoyles to an impressive maze. The hero and heroine are just as riveting in their fascinatin for each other and then their entanglement in the mystery of THE SCARLETTI CURSE. I highly recommend this book to all readers, Feehan fan or not. But be warned, by the time you turn the last page of this book you will be hooked on Christine Feehan.	0
Actually, this book is not worth one star.: This is my very first book review. Because this book is so fundamentally wrong I need to speak up. The main character Sean Dillion, formal IRA, has a license to kill and make the killing like a game rather than justice. He does whatever he wants to do without follow orders nor has any boundary. He pickup a couple of his terrorism/criminal partners making killing like a habits, terrorism competition, fun game and egoism fulfillment. It so far from any common sense such as the British General could not control this maniacal killer and let he kills who he wish to kill or threaten his masculinity. The killings like a joke to him and have absolutely no legal consequence. This book has promote violence behavior has no artist nor entertainment value. I lost my interest in Jack Higgins Sean Dillion's serial after finishing this ridicules book.	0
Waste of time for me: I really wanted this item to work because everybody seemed to love it. It didn't hold anything in on me and it gave me back boobs. Waste of money for me.	0
NOT OS X but MAC CLASSIC: NEGATIVE: This game does not work with OS X and requires the CD so you can't have it on multiple computers. It is slow I have to tell my daughter that it is thinking a lot, this is because it has to access the CD everytime there is a new task. You can't view the openning sequence again without throwing out the saved game files. Some of the tasks and controls are too hard and not user friendly even for adults.it CRASHES all the time.Mouse is jumpy and hard to use.POSITIVE: Some tasks are easy, possible to use, grand and beautiful.My three year has enough patience to survive the multiple trials to get this to work.	0
"Just a few.: These are the handful of tracks we hear over and over again. It's far from complete though.Missing such memorable tracks as ""sealed Door"", ""wings across time"" or ""At the Bottom of the Night"".It doesn't have a single battle theme accept the final boss.Hell this doesn't even have Lucca's theme and she's on the cover!Had I seen a track-list beforehand I wouldn't have bought this.I blame my self for not being more curious of the number of CD's.I'm sorry I paid $35 dollars American for this travesty, may Lavos have mercy on my soul.Save your selves(and your money) while you still can!"	0
Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16	1
You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX	1
NOT A RIDE ON: I should have paid closer attention to the size of this horse when I ordered it, but it should not be in the ride-on section. It is clearly not a ride on toy. It is tiny. The beanie babies ride on this horse and fit perfect. All it is is a stuffed horse on wheels and it is so tiny. My kids never play with it. This was a learning lesson for me with shopping online.	0
This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate	1
excelent product!: This product does what is said in the description, my waist got smaller and I can stand for hours withoutfeeling any pain on my back. My work requires a lot of lifting this product help protect my back. I love it! Is my second buy. The price is also good, the first one I got cost me $55 this time I paid $36 for it.	0
Curve: It smells like Gap heaven, Very nice. Beautiful color and scent! Can't wait to try Curve Crush when i'm done with this one.	0
I've read better.: I'm a 13 year old kid and I just finished reading this book for an English class I am taking. Although it was a very interesting and provkitive novel. I did not like it very much. I think it maybe that I'm still too young to throughly understand this piece of literature.	0
URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU	1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1	1
Nice size: Very good amount for the price. Smells nice too. However, the smell reminds me of clean laundry. I was wanting something a little different, a little younger. Still smells pretty good though. Curve smells better in the men cologne to me.	0
Love This Item: I have four squeem shapewear items and i love them all. I do suggest finding your correct size, not the size you think you are. The terry cloth lining absorbs all wetness and i do see a difference in my shape. It flattens your middle so your blouses, tshirts and dresses look much nicer.	0
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow	1
Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs	1
Never gets going: This book never really seems to get going. There is too much time spent in the courtroom while basic questions about the crime and the suspect/defendant are left unasked.After 200 pages, I realized that this book wasn't going to pick up or reveal any crucial information to make sense out of things until the very end.As a result, the whole story rapped up very quickly in an unbelievable way and you are left wondering why no one could figure anything out earlier. Based on the ending, the detectives and attorneys appear rather incompetent.I did enjoy parts of the book, however, and I think the plot needs to be unfolded at a different rate (not so slow in the beginning and not so fast at the end). I am a McBain fan and think that some of his other books are better written.	0
SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE	1
"A fascinating insight into the life of modern Japanese teens: I thoroughly enjoyed Rising Sons and Daughters. I don't know of any other book that looks at Japanese society from the point of view of its young people poised as they are between their parents' age-old Japanese culture of restraint and obedience to the will of the community, and their peers' adulation of Western culture. True to form, the ""New Young"" of Japan seem to be creating an ""international"" blend, as the Ando family demonstrates in this beautifully written book of vignettes of the private lives of members of this family. Steven Wardell is clearly a talented young author, adopted for some of his schooling into this family of four teens, and thus able to view family life in Japan from the inside out. A great read!"	0
This book is incomprehensible: This book was an anthology of 19 stories. I didn't like it because it was hard for me to make a mental picture in my head. I had to read almost every paragraph over. I could not comprehend at all!	0
"Dont run out to get Outrun unless your from 1985: Outrun was the biggest disappointment of my holidays.If you've just come home from a life in 1985 you might enjoy this. I read the reviews before buying but it didn't sink in what Arcade style meant. I am an addicted follower of Colin MacRea rally and thought to race a ferrari across the US would be cool. I was wrong. The games is to car racing what space invaders is to ""Battlefield"". The landscape moves instead of the car and you have these idiotic stages like impress your girlfriend with how many slides you can do. Total rubbish. Not anyones fault but mine, but I live in Ireland and got it shipped through Florida so it is a costly mistake."	0
Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 	1
very good: this product is awesome. it hide all your secrets. I would recommend this product to all women and men. I will buy product again.	0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. �1.50 SP:Tyrone	1
Explains why economics and politics don't mix!: Hazlitt's view is simple: economics can only be understood if we look at the effects on everyone over time. He views most government economic tinkering as myopic: focussing only on one group of people for a moment. He shows how government intervention--well intentioned as it might be--always hurt people in general over the long-term including the people we mean to help. He champions the forgotten man--the people who are hurt when the governmet tries to improve on the workings of the marketplace.	0
Great Glider: We needed to replace a wooden glider that we had in front of our house and after looking around and not really finding what we were looking for our son suggested we check Amazon.com. We chose this one because we felt it would last for a long time and the size was right. When we received it we put it together and it was very easy to assemble. The movement of the glider is smooth. The color is a little blah, but we added a couple of colorful pillows and have received many compliments on it. The price is great and we are very happy with our purchase!	0
"Sylvania 6620LDG 20"" Flat Panel LCD TV with Built in DVD player: Light weight, space saving very attractive design. Sharp Picture, Good sound quality and quick response time. DVD playback also excellent. Only negative is its remote control. It is hard to read the functions of the keys due to color choices. The placement of the keys are almost illogical and you have to look at it carefully before each use. It almost seems like it was designed by an imbecil. The quality, the features and the price still makes this TV an excellent buy."	0
Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic 	1
Not the best: I bought both this and lonely planet and have used lonely planet more because this book is full of pictures but doesn't give you all the info you need. Also, I ended up buying each indiv city guide as well because this one only scratches the surface!	0
As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr	1
[Not what I expected]: ... My daughter and I loved the movie. She is 5 years old and it took her 2 hours to complete the game. Absolutely no challenge, and very little interaction. It is essentially just clicking on the screen to make it play the 7 or 8 scenes it has programmed. There are no games to play, nothing to figure out, nothing to do. Save your money.	0
If you don't have this, get it!: This book is a wonderful illustration of the simple (so simple they go unnoticed) principles of a market economy and the many fallacies of adding socialism to the mix.I could have easily given this 4.5 stars, but I didn't have the option. The only thing that kept me from giving it 5 was that Hazlitt partially caves in about halfway through the book on the topic of unions. Unions are tantamount to coersion and have no place in a market economy.	0
Very inspirational: So I just watched Funny People. For a movie that has an all star cast, it was a great movie. If you want to see a movie filled with laughs and a good story pick this movie up. I promise you won't regret it.	0
Keeps me healthy and I am not allergic to this brand.: I like the Solaray Brand. I am not allergic to it. Vitamin D-3 was recommended by my doctor. The Vitamin D-3 keeps me healthy.	0
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p	1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL	1
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3	1
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+	1
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com	1
"Read this if You're Stupid and wish to be Fanatically Stupid: Very Stupid. Once you enslave your mind to a blind, fantasy-based, utopian distortion of capitalist society, which has nothing to do with the actual functioning of that system on any level, at anytime whatsoever (and the top beneficiaries wouldn't have it any other way - no matter what this economic-libertarian garbage espouse), this is what comes out of your pencil. Read this book, turn off the real world, and turn on to a reactionary and libertarian-utopian rehash of greed, plunder, pillage and plutocracy WORSHIP touted as ""common sense."""	0
no technical information: this book is a great over view of the joints used in building but has no information on beam spans or loads to actually build a building	0
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.	1
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..	1
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo	1
WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	1
"Great Swords for a Great Price!: I ordered the set of swords on December 9th (Sunday) and recieved the swords today (Wednesday, the 12). The Shipping was absolutly BLAZING! UPS Shipped with a Tracking Number made me confident in Sword Demon. Packaging was great and everything was alright. I would deffiently buy from Sword Demon again.These swords are UNSHARPENED. It would appear that Stainless Steel is not very good for sharpening them either. These are really ""Wallhanger"" katana's, But when your buddies come over and see them, they almost cry. These are just the coolest swords because of the movie. All the symbols and words on the blades are actually etched. The symbols and the like are the exact same from the movie."	0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	1
Auction round 4. The highest bid is now �54. Next maximum bid is �71. To bid, send BIDS e. g. 10 (to bid �10) to 83383. Good luck.	1
Fashionable Compression Stockings!: After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling.	0
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.	1
Good choice for getting a vintage look: I have the nude version of this chincher in small.I favour a vintage pinup look every day so the small waist is a main focus. I do have vintage styled cinchers and other authentic shapewear but they are expensive. This is a perfect substitute for day to day wear.As said in annother review you cannot wear this under clingy slinky clothes as it does ripple up at the front.I would recomend wearing a slip under it to avoid skin irritation. I wear a corset liner available from waist training specialists.The length is fine on me, going from just below the bra line down to the hip bones (I am 5ft 4)The cinching effect takes about 1.5 - 2 inches off my waist comfortably, enough to get into my vintage dior.I do not wear it enough to comment on the claims of permenant inch loss...but I think I will give it a try.	0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!	1
Outstanding guidebook for building your own timberframe home: My wife and I built a hybrid timber frame home using this book as a guide. Although we have construction skills, this book was invaluable in guiding us through the process. We can't wait to build another. We highly recommend this book to anyone considering a timber frame house.	0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.	1
FREE entry into our �250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.	1
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt	1
"Better than some out there.: My one-year-old has played with this toy for several months. He disregards the keys and pulls up on the lids themselves. Not quite what I expected. He's had more fun pulling the lids up and pushing them down again, and only accidentally happens upon the moving keys and the noises they make. The sounds alternate between giggles with music background and animal noises, also not quite what I expected. But it's noise I can deal with. The volume can be adjusted or turned off (through I myself can't distinguish between ""soft"" and ""loud"" on this thing). My son enjoys the toy, but it may be of limited or intermittent interest."	0
Too Uncomfortable and Too Big: These pants were way too big (looked about 2 sizes larger), and they were incredibly stiff. They would have been very uncomfortable for my daughter to wear all day.	0
"WHICH JOKE DID YOU FIND FUNNY?: Adam Sadler plays an unlikable comedian, George Simmons, who finds out he may be terminal with AML and tries an experimental drug. He decides to do stand up again when he meets comedian wanna-be Ira Wright (Seth Rogen) attempting stand-up. Sadler is impressed by Ira and hires him to write jokes and to be his personal go-fer. Ira finds out about the illness and convinces George to tell his family and friends about it. George plays the death card to patch up relationships, then suddenly he isn't going to die anymore. George re-examines his life, but even at mid-life he is still an immature a-hole. Everyone has sex but Ira, which seems to be a sad joke.I found the jokes and humor to be at best, lame. The language was crude and sexual. Brief nudity. Perhaps what is best about the movie is that it makes sit-coms look really lame. If you think a guy saying ""tweet"" over and over again, spinning around in a circle is funny, then this movie is for you."	0
"Mundane, Tedious, Just Plain Boring: With so many allusions in literature and culture to the infamous ""A"" worn by Hester Prynne, I was very excited about reading Hawthorne's ""masterpiece."" Needless to say, I was extremely disappointed. I did find the symbolism that dealt with Pearl's fascination with her mother's ""A"" interesting, but the rest of the book I did not. Other than to be more literaraly savvy, I would not recomend the book."	0
Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.	1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	1
Impressive delivery but plot lacking in believability: This was the first Patricia Cornwell book I have read. She is a compelling storyteller, and she obviously possesses great knowledge of the subject matter. I do admit to finishing the book in a two-day period, but it was more to get to the inevitable final showdown between Scarpetta and the killer. Scarpetta and some of her cronies are characterized well, but the killer seemed a bit stereotypical. I don't believe in reading ahead and spoiling the surprise, but in this case I skipped some detailed sections to find out how the killer would be stopped in his tracks.Since reading this book, I have read Cause of Death by Cornwell and would rate that book slightly higher than this one. This book is not her best that I've read so far, but it wouldn't prevent me from reading another one.This is a good, focused, and knowledgable writer who does not need to fall back on unbelievable killers and sensantional plot devices to tell an imaginative story.	0
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077	1
Not Funny People: Not worth the time.Pros: there were several good one-liners; introduced me to new comediansCons: excess foul language; adultry;	0
Definitely enjoyed!: This was a gift for my 6 yr old daughter. She is a big Barbie fan as well as loves to use the computer. She is still enjoying this game. She completed it in a few hours which worried me at first, but she loves to do it over and over again. The music is enjoyable and the colors are vibrant. It seems to be very user friendly also....my daughter has not really needed my help to use it once she started it the first time.	0
perfect: Got this so I could start performing again(drag queen)and have put on a few pounds around the mid area, I didn't want to lose the eaight because i would lose my rear but all I want to do was lose the tummy. Had to have a friend help me put it on at first but wore it all day then half way through the day we went to the second latch and gave me the form I needed to fit back into my outfits, Works great and like they say pain is beauty, and this is so worth it.	0
